speciesId	compartment	initialConcentration	solver	annotation1	annotation2	annotation3	annotation4	annotation5	annotation6	annotation7	annotation8	annotation9	annotation10	annotation11	annotation12	annotation13
cyt_mrna_CYCS_201_	Cytoplasm	0.02909482	Stochastic	ENST00000305786.7												
cyt_mrna_DIABLO_206_	Cytoplasm	0.002846232	Stochastic	ENST00000464942.7												
cyt_mrna_APAF1_210_	Cytoplasm	0.0006324961	Stochastic	ENST00000551964.6												
cyt_mrna_CASP9_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000333868.10												
cyt_mrna_BAD_201_	Cytoplasm	0.004111224	Stochastic	ENST00000309032.8												
cyt_mrna_BBC3_203_	Cytoplasm	0.000316248	Stochastic	ENST00000439096.3												
cyt_mrna_PMAIP1_202_	Cytoplasm	0.001264992	Stochastic	ENST00000316660.7												
cyt_mrna_BCL2L11_204_	Cytoplasm	0.0009487441	Stochastic	ENST00000393256.8												
cyt_mrna_EGF_201_	Cytoplasm	0	Stochastic	ENST00000265171.10												
cyt_mrna_NRG1_203_	Cytoplasm	0	Stochastic	ENST00000405005.8												
cyt_mrna_EGFR_201_	Cytoplasm	0.002529984	Stochastic	ENST00000275493.7												
cyt_mrna_ERBB2_201_	Cytoplasm	0.001264992	Stochastic	ENST00000269571.10												
cyt_mrna_ERBB3_201_	Cytoplasm	0.005376217	Stochastic	ENST00000267101.8												
cyt_mrna_ERBB4_202_	Cytoplasm	0	Stochastic	ENST00000342788.9												
cyt_mrna_EGFRvIII_	Cytoplasm	0	Stochastic	ENST00000275493.7												
cyt_mrna_MET_202_	Cytoplasm	0.005692465	Stochastic	ENST00000397752.8												
cyt_mrna_HGF_201_	Cytoplasm	0	Stochastic	ENST00000222390.11												
cyt_mrna_PDGFRA_201_	Cytoplasm	0.000316248	Stochastic	ENST00000257290.10												
cyt_mrna_PDGFRB_201_	Cytoplasm	0.000316248	Stochastic	ENST00000261799.9												
cyt_mrna_PDGFB_201_	Cytoplasm	0	Stochastic	ENST00000331163.11												
cyt_mrna_SPRY2_202_	Cytoplasm	0.0006324961	Stochastic	ENST00000377104.4												
cyt_mrna_CBL_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000264033.6												
cyt_mrna_GRB2_202_	Cytoplasm	0.00158124	Stochastic	ENST00000316804.10												
cyt_mrna_PLCG1_223_	Cytoplasm	0.000316248	Stochastic	ENST00000685551.1												
cyt_mrna_PLCG2_208_	Cytoplasm	0.000316248	Stochastic	ENST00000564138.6												
cyt_mrna_PIK3CA_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000263967.4												
cyt_mrna_PIK3CB_214_	Cytoplasm	0.0006324961	Stochastic	ENST00000674063.1												
cyt_mrna_PIK3CG_205_	Cytoplasm	0	Stochastic	ENST00000496166.6												
cyt_mrna_PIK3CD_202_	Cytoplasm	0	Stochastic	ENST00000377346.9												
cyt_mrna_PIK3R1_211_	Cytoplasm	0.0006324961	Stochastic	ENST00000521381.6												
cyt_mrna_PIK3R2_201_	Cytoplasm	0.000316248	Stochastic	ENST00000222254.13												
cyt_mrna_PIK3R3_201_	Cytoplasm	0.002846232	Stochastic	ENST00000262741.10												
cyt_mrna_PIK3R4_201_	Cytoplasm	0.000316248	Stochastic	ENST00000356763.8												
cyt_mrna_PIK3C2A_206_	Cytoplasm	0.00158124	Stochastic	ENST00000691414.1												
cyt_mrna_RASGRP1_201_	Cytoplasm	0	Stochastic	ENST00000310803.10												
cyt_mrna_RASGRP3_202_	Cytoplasm	0.000316248	Stochastic	ENST00000403687.8												
cyt_mrna_NRAS_201_	Cytoplasm	0.004427472	Stochastic	ENST00000369535.5												
cyt_mrna_KRAS_202_	Cytoplasm	0.002529984	Stochastic	ENST00000311936.8												
cyt_mrna_HRAS_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000311189.8												
cyt_mrna_NF1_202	Cytoplasm	0.001264992	Stochastic	ENST00000358273.9												
cyt_mrna_RAF1_201_	Cytoplasm	0.001897488	Stochastic	ENST00000251849.9												
cyt_mrna_BRAF_220_	Cytoplasm	0.000316248	Stochastic	ENST00000646891.2												
cyt_mrna_MAP2K1_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000307102.10												
cyt_mrna_MAP2K2_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000262948.10												
cyt_mrna_DUSP6_201_	Cytoplasm	0.000316248	Stochastic	ENST00000279488.8												
cyt_mrna_RPS6KA1_204_	Cytoplasm	0.000316248	Stochastic	ENST00000374168.7												
cyt_mrna_RPS6KA2_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000265678.9												
cyt_mrna_RPS6KA3_201_	Cytoplasm	0.001264992	Stochastic	ENST00000379565.9												
cyt_mrna_RPS6KA4_201_	Cytoplasm	0.000316248	Stochastic	ENST00000334205.9												
cyt_mrna_DUSP1_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000239223.4												
cyt_mrna_FOS_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000303562.9												
cyt_mrna_JUN_201_	Cytoplasm	0.002213736	Stochastic	ENST00000371222.4												
cyt_mrna_MYC_206_	Cytoplasm	0.0006324961	Stochastic	ENST00000621592.8												
cyt_mrna_CTNNB1_201_	Cytoplasm	0.01043619	Stochastic	ENST00000349496.11												
cyt_mrna_PTEN_201_	Cytoplasm	0.007273705	Stochastic	ENST00000371953.8												
cyt_mrna_AKT1_218_	Cytoplasm	0.000316248	Stochastic	ENST00000649815.2												
cyt_mrna_AKT2_206_	Cytoplasm	0.0009487441	Stochastic	ENST00000392038.7												
cyt_mrna_PDPK1_202_	Cytoplasm	0.0009487441	Stochastic	ENST00000342085.9												
cyt_mrna_RICTOR_202_	Cytoplasm	0.001264992	Stochastic	ENST00000357387.8												
cyt_mrna_MTOR_201_	Cytoplasm	0.000316248	Stochastic	ENST00000361445.9												
cyt_mrna_GSK3B_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000264235.13												
cyt_mrna_TSC1_201_	Cytoplasm	0.001264992	Stochastic	ENST00000298552.9												
cyt_mrna_TSC2_201_	Cytoplasm	0.000316248	Stochastic	ENST00000219476.9												
cyt_mrna_PRKCA_202_	Cytoplasm	0.0006324961	Stochastic	ENST00000413366.8												
cyt_mrna_PRKCB_210_	Cytoplasm	0.000316248	Stochastic	ENST00000643927.1												
cyt_mrna_PRKCG_201_	Cytoplasm	0	Stochastic	ENST00000263431.4												
cyt_mrna_PRKCD_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000330452.8												
cyt_mrna_PEBP1_201_	Cytoplasm	0.01170118	Stochastic	ENST00000261313.3												
cyt_mrna_MAPK1_201_	Cytoplasm	0.001897488	Stochastic	ENST00000215832.11												
cyt_mrna_MAPK3_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000263025.9												
cyt_mrna_FOXO3_202_	Cytoplasm	0.001264992	Stochastic	ENST00000406360.2												
cyt_mrna_RHEB_201_	Cytoplasm	0.009803689	Stochastic	ENST00000262187.10												
cyt_mrna_RPTOR_201_	Cytoplasm	0.000316248	Stochastic	ENST00000306801.8												
cyt_mrna_RPS6KB1_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000225577.9												
cyt_mrna_RPS6KB2_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000312629.10												
cyt_mrna_EIF4EBP1_201_	Cytoplasm	0.01201743	Stochastic	ENST00000338825.5												
cyt_mrna_SOS1_202_	Cytoplasm	0.0009487441	Stochastic	ENST00000402219.8												
cyt_mrna_CDKN2A_201_	Cytoplasm	0	Stochastic	ENST00000304494.10												
cyt_mrna_MDM4_203_	Cytoplasm	0.002213736	Stochastic	ENST00000367182.8												
cyt_mrna_FGFR1_214_	Cytoplasm	0.000316248	Stochastic	ENST00000447712.7												
cyt_mrna_FGFR_206_	Cytoplasm	0.0006324961	Stochastic	ENST00000358487.10												
cyt_mrna_FGF1_201_	Cytoplasm	0	Stochastic	ENST00000337706.7												
cyt_mrna_FGF2_203_	Cytoplasm	0	Stochastic	ENST00000644866.2												
cyt_mrna_EIF4E_203_	Cytoplasm	0.01201743	Stochastic	ENST00000450253.7												
cyt_mrna_IRS1_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000305123.6												
cyt_mrna_IRS2_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000375856.5												
cyt_mrna_IGF1_202_	Cytoplasm	0	Stochastic	ENST00000337514.11												
cyt_mrna_IGF2_205_	Cytoplasm	0	Stochastic	ENST00000416167.7												
cyt_mrna_IGF1R_217_	Cytoplasm	0.0009487441	Stochastic	ENST00000650285.1												
cyt_mrna_MSH6_201_	Cytoplasm	0.00158124	Stochastic	ENST00000234420.11												
cyt_mrna_BRCA2_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000380152.8												
cyt_mrna_MGMT_205_	Cytoplasm	0.00158124	Stochastic	ENST00000651593.1												
cyt_mrna_INSR_201_	Cytoplasm	0.001897488	Stochastic	ENST00000302850.10												
cyt_mrna_INS_202_	Cytoplasm	0	Stochastic	ENST00000381330.5												
cyt_mrna_IFNG_201_	Cytoplasm	0	Stochastic	ENST00000229135.4												
cyt_mrna_IFNGR2_201_	Cytoplasm	0.001944966	Stochastic	ENST00000290219.11												
cyt_mrna_JAK1_201_	Cytoplasm	0.003059889	Stochastic	ENST00000342505.5												
cyt_mrna_STAT1_201_	Cytoplasm	0.002514124	Stochastic	ENST00000361099.8												
cyt_mrna_PTPN11_201_	Cytoplasm	0.00517139	Stochastic	ENST00000351677.7												
cyt_mrna_PTPN2_202_	Cytoplasm	0.002585695	Stochastic	ENST00000327283.7												
cyt_mrna_PTPN1_201_	Cytoplasm	0.002585695	Stochastic	ENST00000371621.5												
cyt_mrna_SOCS1_201_	Cytoplasm	0	Stochastic	ENST00000332029.4												
nuc_gene_a_TP53_	Nucleus	0.0018974882	Stochastic	ENSG00000141510												
nuc_gene_a_MDM2_	Nucleus	0.0018974882	Stochastic	ENSG00000135679												
nuc_gene_a_PPM1D_	Nucleus	0.0018974882	Stochastic	ENSG00000170836												
nuc_gene_a_ATM_	Nucleus	0.0018974882	Stochastic	ENSG00000149311												
nuc_gene_a_ATR_	Nucleus	0.0018974882	Stochastic	ENSG00000175054												
nuc_gene_a_RB1_	Nucleus	0.0018974882	Stochastic	ENSG00000139687												
nuc_gene_a_E2F1_	Nucleus	0.0018974882	Stochastic	ENSG00000101412												
nuc_gene_a_E2F2_	Nucleus	0.0018974882	Stochastic	ENSG00000007968												
nuc_gene_a_E2F3_	Nucleus	0.0018974882	Stochastic	ENSG00000112242												
nuc_gene_a_CCND1_	Nucleus	0.0018974882	Stochastic	ENSG00000110092												
nuc_gene_a_CCND2_	Nucleus	0.0018974882	Stochastic	ENSG00000118971												
nuc_gene_a_CCND3_	Nucleus	0.0018974882	Stochastic	ENSG00000112576												
nuc_gene_a_CCNE1_	Nucleus	0.0018974882	Stochastic	ENSG00000105173												
nuc_gene_a_CCNE2_	Nucleus	0.0018974882	Stochastic	ENSG00000175305												
nuc_gene_a_SKP2_	Nucleus	0.0018974882	Stochastic	ENSG00000145604												
nuc_gene_a_CDC25A_	Nucleus	0.0018974882	Stochastic	ENSG00000164045												
nuc_gene_a_CDC25B_	Nucleus	0.0018974882	Stochastic	ENSG00000101224												
nuc_gene_a_CDC25C_	Nucleus	0.0028462323	Stochastic	ENSG00000158402												
nuc_gene_a_CCNA2_	Nucleus	0.0018974882	Stochastic	ENSG00000145386												
nuc_gene_a_CDKN1B_	Nucleus	0.0018974882	Stochastic	ENSG00000111276												
nuc_gene_a_CDH1_	Nucleus	0.0018974882	Stochastic	ENSG00000039068												
nuc_gene_a_CCNB1_	Nucleus	0.0018974882	Stochastic	ENSG00000134057												
nuc_gene_a_CDC20_	Nucleus	0.0018974882	Stochastic	ENSG00000117399												
nuc_gene_a_WEE1_	Nucleus	0.0018974882	Stochastic	ENSG00000166483												
nuc_gene_a_CHEK1_	Nucleus	0.0018974882	Stochastic	ENSG00000149554												
nuc_gene_a_CDKN1A_	Nucleus	0.0018974882	Stochastic	ENSG00000124762												
nuc_gene_a_CDK1_	Nucleus	0.0018974882	Stochastic	ENSG00000170312												
nuc_gene_a_CDK2_	Nucleus	0.0018974882	Stochastic	ENSG00000123374												
nuc_gene_a_CDK4_	Nucleus	0.0018974882	Stochastic	ENSG00000135446												
nuc_gene_a_CDK6_	Nucleus	0.0018974882	Stochastic	ENSG00000105810												
nuc_gene_a_TNFSF10_	Nucleus	0.0018974882	Stochastic	ENSG00000121858												
nuc_gene_a_TNFRSF10A_	Nucleus	0.0018974882	Stochastic	ENSG00000104689												
nuc_gene_a_TNFRSF10B_	Nucleus	0.0018974882	Stochastic	ENSG00000120889												
nuc_gene_a_CFLAR_	Nucleus	0.0018974882	Stochastic	ENSG00000003402												
nuc_gene_a_CASP8_	Nucleus	0.0018974882	Stochastic	ENSG00000064012												
nuc_gene_a_CASP10_	Nucleus	0.0018974882	Stochastic	ENSG00000003400												
nuc_gene_a_BFAR_	Nucleus	0.0018974882	Stochastic	ENSG00000103429												
nuc_gene_a_CASP3_	Nucleus	0.0018974882	Stochastic	ENSG00000164305												
nuc_gene_a_CASP7_	Nucleus	0.0018974882	Stochastic	ENSG00000165806												
nuc_gene_a_CASP6_	Nucleus	0.0018974882	Stochastic	ENSG00000138794												
nuc_gene_a_XIAP_	Nucleus	0.0018974882	Stochastic	ENSG00000101966												
nuc_gene_a_PARP1_	Nucleus	0.0037949764	Stochastic	ENSG00000143799												
nuc_gene_a_BID_	Nucleus	0.0018974882	Stochastic	ENSG00000015475												
nuc_gene_a_BCL2_	Nucleus	0.0018974882	Stochastic	ENSG00000171791												
nuc_gene_a_BCL2L1_	Nucleus	0.0018974882	Stochastic	ENSG00000171552												
nuc_gene_a_MCL1_	Nucleus	0.0028462323	Stochastic	ENSG00000143384												
nuc_gene_a_BAX_	Nucleus	0.0018974882	Stochastic	ENSG00000087088												
nuc_gene_a_CYCS_	Nucleus	0.0018974882	Stochastic	ENSG00000172115												
nuc_gene_a_DIABLO_	Nucleus	0.0018974882	Stochastic	ENSG00000184047												
nuc_gene_a_APAF1_	Nucleus	0.0018974882	Stochastic	ENSG00000120868												
nuc_gene_a_CASP9_	Nucleus	0.0018974882	Stochastic	ENSG00000132906												
nuc_gene_a_BAD_	Nucleus	0.0018974882	Stochastic	ENSG00000002330												
nuc_gene_a_BBC3_	Nucleus	0.0018974882	Stochastic	ENSG00000105327												
nuc_gene_a_PMAIP1_	Nucleus	0.0018974882	Stochastic	ENSG00000141682												
nuc_gene_a_BCL2L11_	Nucleus	0.0018974882	Stochastic	ENSG00000153094												
nuc_gene_a_EGF_	Nucleus	0.0018974882	Stochastic	ENSG00000138798												
nuc_gene_a_NRG1_	Nucleus	0.0018974882	Stochastic	ENSG00000157168												
nuc_gene_a_EGFR_	Nucleus	0.0018974882	Stochastic	ENSG00000146648												
nuc_gene_a_ERBB2_	Nucleus	0.0018974882	Stochastic	ENSG00000141736												
nuc_gene_a_ERBB3_	Nucleus	0.0018974882	Stochastic	ENSG00000065361												
nuc_gene_a_ERBB4_	Nucleus	0.0018974882	Stochastic	ENSG00000178568												
nuc_gene_a_EGFRvIII_	Nucleus	0.0018974882	Stochastic	Fill Me In												
nuc_gene_a_MET_	Nucleus	0.0018974882	Stochastic	ENSG00000105976												
nuc_gene_a_HGF_	Nucleus	0.0018974882	Stochastic	ENSG00000019991												
nuc_gene_a_PDGFRA_	Nucleus	0.0018974882	Stochastic	ENSG00000134853												
nuc_gene_a_PDGFRB_	Nucleus	0.0028462323	Stochastic	ENSG00000113721												
nuc_gene_a_PDGFB_	Nucleus	0.0018974882	Stochastic	ENSG00000100311												
nuc_gene_a_SPRY2_	Nucleus	0.0018974882	Stochastic	ENSG00000136158												
nuc_gene_a_CBL_	Nucleus	0.0018974882	Stochastic	ENSG00000110395												
nuc_gene_a_GRB2_	Nucleus	0.0018974882	Stochastic	ENSG00000177885												
nuc_gene_a_PLCG1_	Nucleus	0.0018974882	Stochastic	ENSG00000124181												
nuc_gene_a_PLCG2_	Nucleus	0.0018974882	Stochastic	ENSG00000197943												
nuc_gene_a_PIK3CA_	Nucleus	0.0018974882	Stochastic	ENSG00000121879												
nuc_gene_a_PIK3CB_	Nucleus	0.0018974882	Stochastic	ENSG00000051382												
nuc_gene_a_PIK3CG_	Nucleus	0.0018974882	Stochastic	ENSG00000105851												
nuc_gene_a_PIK3CD_	Nucleus	0.0018974882	Stochastic	ENSG00000171608												
nuc_gene_a_PIK3R1_	Nucleus	0.0018974882	Stochastic	ENSG00000145675												
nuc_gene_a_PIK3R2_	Nucleus	0.0018974882	Stochastic	ENSG00000105647												
nuc_gene_a_PIK3R3_	Nucleus	0.0018974882	Stochastic	ENSG00000117461												
nuc_gene_a_PIK3R4_	Nucleus	0.0018974882	Stochastic	ENSG00000196455												
nuc_gene_a_PIK3C2A_	Nucleus	0.0018974882	Stochastic	ENSG00000011405												
nuc_gene_a_RASGRP1_	Nucleus	0.0018974882	Stochastic	ENSG00000172575												
nuc_gene_a_RASGRP3_	Nucleus	0.0018974882	Stochastic	ENSG00000152689												
nuc_gene_a_NRAS_	Nucleus	0.0018974882	Stochastic	ENSG00000213281												
nuc_gene_a_KRAS_	Nucleus	0.0018974882	Stochastic	ENSG00000133703												
nuc_gene_a_HRAS_	Nucleus	0.0018974882	Stochastic	ENSG00000174775												
nuc_gene_a_NF1_	Nucleus	0.0018974882	Stochastic	ENSG00000196712												
nuc_gene_a_RAF1_	Nucleus	0.0018974882	Stochastic	ENSG00000132155												
nuc_gene_a_BRAF_	Nucleus	0.0018974882	Stochastic	ENSG00000157764												
nuc_gene_a_MAP2K1_	Nucleus	0.0018974882	Stochastic	ENSG00000169032												
nuc_gene_a_MAP2K2_	Nucleus	0.0018974882	Stochastic	ENSG00000126934												
nuc_gene_a_DUSP6_	Nucleus	0.0018974882	Stochastic	ENSG00000139318												
nuc_gene_a_RPS6KA1_	Nucleus	0.0018974882	Stochastic	ENSG00000117676												
nuc_gene_a_RPS6KA2_	Nucleus	0.0018974882	Stochastic	ENSG00000071242												
nuc_gene_a_RPS6KA3_	Nucleus	0.0018974882	Stochastic	ENSG00000177189												
nuc_gene_a_RPS6KA4_	Nucleus	0.0018974882	Stochastic	ENSG00000162302												
nuc_gene_a_DUSP1_	Nucleus	0.0028462323	Stochastic	ENSG00000120129												
nuc_gene_a_FOS_	Nucleus	0.0018974882	Stochastic	ENSG00000170345												
nuc_gene_a_JUN_	Nucleus	0.0018974882	Stochastic	ENSG00000177606												
nuc_gene_a_MYC_	Nucleus	0.0028462323	Stochastic	ENSG00000136997												
nuc_gene_a_CTNNB1_	Nucleus	0.0018974882	Stochastic	ENSG00000168036												
nuc_gene_a_PTEN_	Nucleus	0.0018974882	Stochastic	ENSG00000171862												
nuc_gene_a_AKT1_	Nucleus	0.0018974882	Stochastic	ENSG00000142208												
nuc_gene_a_AKT2_	Nucleus	0.0018974882	Stochastic	ENSG00000105221												
nuc_gene_a_PDPK1_	Nucleus	0.0018974882	Stochastic	ENSG00000140992												
nuc_gene_a_RICTOR_	Nucleus	0.0018974882	Stochastic	ENSG00000164327												
nuc_gene_a_MTOR_	Nucleus	0.0018974882	Stochastic	ENSG00000198793												
nuc_gene_a_GSK3B_	Nucleus	0.0018974882	Stochastic	ENSG00000082701												
nuc_gene_a_TSC1_	Nucleus	0.0018974882	Stochastic	ENSG00000165699												
nuc_gene_a_TSC2_	Nucleus	0.0018974882	Stochastic	ENSG00000103197												
nuc_gene_a_PRKCA_	Nucleus	0.0018974882	Stochastic	ENSG00000154229												
nuc_gene_a_PRKCB_	Nucleus	0.0018974882	Stochastic	ENSG00000166501												
nuc_gene_a_PRKCG_	Nucleus	0.0018974882	Stochastic	ENSG00000126583												
nuc_gene_a_PRKCD_	Nucleus	0.0018974882	Stochastic	ENSG00000163932												
nuc_gene_a_PEBP1_	Nucleus	0.0018974882	Stochastic	ENSG00000089220												
nuc_gene_a_MAPK1_	Nucleus	0.0018974882	Stochastic	ENSG00000100030												
nuc_gene_a_MAPK3_	Nucleus	0.0018974882	Stochastic	ENSG00000102882												
nuc_gene_a_FOXO3_	Nucleus	0.0018974882	Stochastic	ENSG00000118689												
nuc_gene_a_RHEB_	Nucleus	0.0018974882	Stochastic	ENSG00000106615												
nuc_gene_a_RPTOR_	Nucleus	0.0018974882	Stochastic	ENSG00000141564												
nuc_gene_a_RPS6KB1_	Nucleus	0.0018974882	Stochastic	ENSG00000108443												
nuc_gene_a_RPS6KB2_	Nucleus	0.0018974882	Stochastic	ENSG00000175634												
nuc_gene_a_EIF4EBP1_	Nucleus	0.0018974882	Stochastic	ENSG00000187840												
nuc_gene_a_SOS1_	Nucleus	0.0018974882	Stochastic	ENSG00000115904												
nuc_gene_a_CDKN2A_	Nucleus	0	Stochastic	ENSG00000147889												
nuc_gene_a_MDM4_	Nucleus	0.0037949764	Stochastic	ENSG00000198625												
nuc_gene_a_FGFR1_	Nucleus	0.0018974882	Stochastic	ENSG00000077782												
nuc_gene_a_FGFR2_	Nucleus	0.0018974882	Stochastic	ENSG00000066468												
nuc_gene_a_FGF1_	Nucleus	0.0028462323	Stochastic	ENSG00000113578												
nuc_gene_a_FGF2_	Nucleus	0.0018974882	Stochastic	ENSG00000138685												
nuc_gene_a_EIF4E_	Nucleus	0.0018974882	Stochastic	ENSG00000151247												
nuc_gene_a_IRS1_	Nucleus	0.0018974882	Stochastic	ENSG00000169047												
nuc_gene_a_IRS2_	Nucleus	0.0018974882	Stochastic	ENSG00000185950												
nuc_gene_a_IGF1_	Nucleus	0.0018974882	Stochastic	ENSG00000017427												
nuc_gene_a_IGF2_	Nucleus	0.0018974882	Stochastic	ENSG00000167244												
nuc_gene_a_IGF1R_	Nucleus	0.0018974882	Stochastic	ENSG00000140443												
nuc_gene_a_MSH6_	Nucleus	0.0018974882	Stochastic	ENSG00000116062												
nuc_gene_a_BRCA2_	Nucleus	0.0018974882	Stochastic	ENSG00000139618												
nuc_gene_a_MGMT_	Nucleus	0.0018974882	Stochastic	ENSG00000170430												
nuc_gene_a_INSR_	Nucleus	0.0018974882	Stochastic	ENSG00000171105												
nuc_gene_a_INS_	Nucleus	0.0018974882	Stochastic	ENSG00000254647												
nuc_gene_a_IFNG_	Nucleus	0.0018974882	Stochastic	ENSG00000111537												
nuc_gene_a_IFNGR2_	Nucleus	0.0018974882	Stochastic	ENSG00000159128												
nuc_gene_a_JAK1_	Nucleus	0.0018974882	Stochastic	ENSG00000162434												
nuc_gene_a_STAT1_	Nucleus	0.0018974882	Stochastic	ENSG00000115415												
nuc_gene_a_PTPN11_	Nucleus	0.0018974882	Stochastic	ENSG00000179295												
nuc_gene_a_PTPN2_	Nucleus	0.0018974882	Stochastic	ENSG00000175354												
nuc_gene_a_PTPN1_	Nucleus	0.0018974882	Stochastic	ENSG00000196396												
nuc_gene_a_SOCS1_	Nucleus	0.0018974882	Stochastic	ENSG00000185338												
nuc_gene_i_TP53_	Nucleus	0.0018974882	Stochastic	ENSG00000141510												
nuc_gene_i_MDM2_	Nucleus	0.0018974882	Stochastic	ENSG00000135679												
nuc_gene_i_PPM1D_	Nucleus	0.0018974882	Stochastic	ENSG00000170836												
nuc_gene_i_ATM_	Nucleus	0.0018974882	Stochastic	ENSG00000149311												
nuc_gene_i_ATR_	Nucleus	0.0018974882	Stochastic	ENSG00000175054												
nuc_gene_i_RB1_	Nucleus	0.0018974882	Stochastic	ENSG00000139687												
nuc_gene_i_E2F1_	Nucleus	0.0018974882	Stochastic	ENSG00000101412												
nuc_gene_i_E2F2_	Nucleus	0.0018974882	Stochastic	ENSG00000007968												
nuc_gene_i_E2F3_	Nucleus	0.0018974882	Stochastic	ENSG00000112242												
nuc_gene_i_CCND1_	Nucleus	0.0018974882	Stochastic	ENSG00000110092												
nuc_gene_i_CCND2_	Nucleus	0.0018974882	Stochastic	ENSG00000118971												
nuc_gene_i_CCND3_	Nucleus	0.0018974882	Stochastic	ENSG00000112576												
nuc_gene_i_CCNE1_	Nucleus	0.0018974882	Stochastic	ENSG00000105173												
nuc_gene_i_CCNE2_	Nucleus	0.0018974882	Stochastic	ENSG00000175305												
nuc_gene_i_SKP2_	Nucleus	0.0018974882	Stochastic	ENSG00000145604												
nuc_gene_i_CDC25A_	Nucleus	0.0018974882	Stochastic	ENSG00000164045												
nuc_gene_i_CDC25B_	Nucleus	0.0018974882	Stochastic	ENSG00000101224												
nuc_gene_i_CDC25C_	Nucleus	0.0028462323	Stochastic	ENSG00000158402												
nuc_gene_i_CCNA2_	Nucleus	0.0018974882	Stochastic	ENSG00000145386												
nuc_gene_i_CDKN1B_	Nucleus	0.0018974882	Stochastic	ENSG00000111276												
nuc_gene_i_CDH1_	Nucleus	0.0018974882	Stochastic	ENSG00000039068												
nuc_gene_i_CCNB1_	Nucleus	0.0018974882	Stochastic	ENSG00000134057												
nuc_gene_i_CDC20_	Nucleus	0.0018974882	Stochastic	ENSG00000117399												
nuc_gene_i_WEE1_	Nucleus	0.0018974882	Stochastic	ENSG00000166483												
nuc_gene_i_CHEK1_	Nucleus	0.0018974882	Stochastic	ENSG00000149554												
nuc_gene_i_CDKN1A_	Nucleus	0.0018974882	Stochastic	ENSG00000124762												
nuc_gene_i_CDK1_	Nucleus	0.0018974882	Stochastic	ENSG00000170312												
nuc_gene_i_CDK2_	Nucleus	0.0018974882	Stochastic	ENSG00000123374												
nuc_gene_i_CDK4_	Nucleus	0.0018974882	Stochastic	ENSG00000135446												
nuc_gene_i_CDK6_	Nucleus	0.0018974882	Stochastic	ENSG00000105810												
nuc_gene_i_TNFSF10_	Nucleus	0.0018974882	Stochastic	ENSG00000121858												
nuc_gene_i_TNFRSF10A_	Nucleus	0.0018974882	Stochastic	ENSG00000104689												
nuc_gene_i_TNFRSF10B_	Nucleus	0.0018974882	Stochastic	ENSG00000120889												
nuc_gene_i_CFLAR_	Nucleus	0.0018974882	Stochastic	ENSG00000003402												
nuc_gene_i_CASP8_	Nucleus	0.0018974882	Stochastic	ENSG00000064012												
nuc_gene_i_CASP10_	Nucleus	0.0018974882	Stochastic	ENSG00000003400												
nuc_gene_i_BFAR_	Nucleus	0.0018974882	Stochastic	ENSG00000103429												
nuc_gene_i_CASP3_	Nucleus	0.0018974882	Stochastic	ENSG00000164305												
nuc_gene_i_CASP7_	Nucleus	0.0018974882	Stochastic	ENSG00000165806												
nuc_gene_i_CASP6_	Nucleus	0.0018974882	Stochastic	ENSG00000138794												
nuc_gene_i_XIAP_	Nucleus	0.0018974882	Stochastic	ENSG00000101966												
nuc_gene_i_PARP1_	Nucleus	0.0037949764	Stochastic	ENSG00000143799												
nuc_gene_i_BID_	Nucleus	0.0018974882	Stochastic	ENSG00000015475												
nuc_gene_i_BCL2_	Nucleus	0.0018974882	Stochastic	ENSG00000171791												
nuc_gene_i_BCL2L1_	Nucleus	0.0018974882	Stochastic	ENSG00000171552												
nuc_gene_i_MCL1_	Nucleus	0.0028462323	Stochastic	ENSG00000143384												
nuc_gene_i_BAX_	Nucleus	0.0018974882	Stochastic	ENSG00000087088												
nuc_gene_i_CYCS_	Nucleus	0.0018974882	Stochastic	ENSG00000172115												
nuc_gene_i_DIABLO_	Nucleus	0.0018974882	Stochastic	ENSG00000184047												
nuc_gene_i_APAF1_	Nucleus	0.0018974882	Stochastic	ENSG00000120868												
nuc_gene_i_CASP9_	Nucleus	0.0018974882	Stochastic	ENSG00000132906												
nuc_gene_i_BAD_	Nucleus	0.0018974882	Stochastic	ENSG00000002330												
nuc_gene_i_BBC3_	Nucleus	0.0018974882	Stochastic	ENSG00000105327												
nuc_gene_i_PMAIP1_	Nucleus	0.0018974882	Stochastic	ENSG00000141682												
