reactionId	solver	compartment	r ; p	ratelaw	parameter1	parameter2	parameter3	parameter4	parameter5	parameter6	parameter7	parameter8
vTL137	Deterministic	Cytoplasm	; nuc_prot_MSH6_	kTL137_1*cyt_mrna_MSH6_201_*(cyt_prot_EIF4E_/(kTL137_2+cyt_prot_EIF4E_))	0.0757	100						
vTL138	Deterministic	Cytoplasm	; nuc_prot_BRCA2_	kTL138_1*cyt_mrna_BRCA2_201_*(cyt_prot_EIF4E_/(kTL138_2+cyt_prot_EIF4E_))	0.0475	100						
vTL139	Deterministic	Cytoplasm	; nuc_prot_MGMT_	kTL139_1*cyt_mrna_MGMT_205_*(cyt_prot_EIF4E_/(kTL139_2+cyt_prot_EIF4E_))	0.202	100						
vTL140	Deterministic	Cytoplasm	; cyt_prot_INSR_	kTL140_1*cyt_mrna_INSR_201_*(cyt_prot_EIF4E_/(kTL140_2+cyt_prot_EIF4E_))	0.014	100						
vTL141	Deterministic	Cytoplasm	; ext_prot_INS_	kTL141_1*cyt_mrna_INS_202_*(cyt_prot_EIF4E_/(kTL141_2+cyt_prot_EIF4E_))	0.0712	100						
vTLCd1	Deterministic	Nucleus	nuc_prot_i_TP53_ ;	0.00E+00								
vTLCd2	Deterministic	Nucleus	nuc_prot_MDM2_ ;	0.00E+00								
vTLCd3	Deterministic	Nucleus	nuc_prot_PPM1D_ ;	0.00E+00								
vTLCd4	Deterministic	Nucleus	nuc_prot_BRCA2_ ;	7.70E-05								
vTLCd5	Deterministic	Nucleus	nuc_prot_MSH6_ ;	5.54E-06								
vTLCd6	Deterministic	Nucleus	nuc_prot_MGMT_ ;	5.60E-06								
vTLCd7	Deterministic	Nucleus	nuc_prot_CDKN2A_ ;	0.00E+00								
vTLCd8	Deterministic	Nucleus	nuc_prot_MDM4_ ;	2.60E-04								
vTLCd9	Deterministic	Nucleus	nuc_prot_i_ATM_ ;	6.03E-06								
vTLCd10	Deterministic	Nucleus	nuc_prot_i_ATR_ ;	1.21E-05								
vTLCd11	Deterministic	Nucleus	nuc_prot_RB1_ ;	0.00E+00								
vTLCd12	Deterministic	Nucleus	nuc_prot_E2F_ ;	0.00E+00								
vTLCd13	Deterministic	Nucleus	nuc_prot_CCND_ ;	0.00E+00								
vTLCd14	Deterministic	Nucleus	nuc_prot_CCNE_ ;	0.00E+00								
vTLCd15	Deterministic	Nucleus	nuc_prot_SKP2_ ;	0.00E+00								
vTLCd16	Deterministic	Nucleus	nuc_prot_i_CDC25B__CCNA__CDK2_ ;	0.00E+00								
vTLCd17	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ;	0.00E+00								
vTLCd18	Deterministic	Nucleus	nuc_prot_i_CDC25C__CCNB__CDK1_ ;	0.00E+00								
vTLCd19	Deterministic	Nucleus	nuc_prot_CCNA_ ;	0.00E+00								
vTLCd20	Deterministic	Nucleus	nuc_prot_CDKN1B_ ;	0.00E+00								
vTLCd21	Deterministic	Nucleus	nuc_prot_a_CDH1_ ;	0.00E+00								
vTLCd22	Deterministic	Nucleus	nuc_prot_CCNB_ ;	0.00E+00								
vTLCd23	Deterministic	Nucleus	nuc_prot_i_CDC20_ ;	0.00E+00								
vTLCd24	Deterministic	Nucleus	nuc_prot_WEE1_ ;	0.00E+00								
vTLCd25	Deterministic	Nucleus	nuc_prot_CHEK1_ ;	0.00E+00								
vTLCd26	Deterministic	Nucleus	nuc_prot_CDKN1A_ ;	0.00E+00								
vTLCd27	Deterministic	Cytoplasm	ext_prot_TNFSF10_ ;	0.00E+00								
vTLCd28	Deterministic	Cytoplasm	cyt_prot_TNFRSF10_ ;	2.69E-06								
vTLCd29	Deterministic	Cytoplasm	cyt_prot_CFLAR_ ;	1.93E-04								
vTLCd30	Deterministic	Cytoplasm	cyt_prot_p_CASP8_ ;	2.34E-06								
vTLCd31	Deterministic	Cytoplasm	cyt_prot_BFAR_ ;	2.86E-05								
vTLCd32	Deterministic	Cytoplasm	cyt_prot_p_CASP3_ ;	2.33E-06								
vTLCd33	Deterministic	Cytoplasm	cyt_prot_p_CASP6_ ;	5.32E-07								
vTLCd34	Deterministic	Cytoplasm	cyt_prot_XIAP_ ;	2.86E-05								
vTLCd35	Deterministic	Cytoplasm	cyt_prot_PARP1_ ;	2.50E-06								
vTLCd36	Deterministic	Cytoplasm	cyt_prot_BID_ ;	2.83E-06								
vTLCd37	Deterministic	Cytoplasm	cyt_prot_BCL2_ ;	1.22E-04								
vTLCd38	Deterministic	Cytoplasm	cyt_prot_i_BAX_ ;	2.47E-06								
vTLCd39	Deterministic	Mitochondria	mit_mixed_CYC1__Membrane_ ;	1.32E-06								
vTLCd40	Deterministic	Mitochondria	mit_mixed_DIABLO__Membrane_ ;	2.10E-06								
vTLCd41	Deterministic	Cytoplasm	cyt_prot_i_APAF1_ ;	6.06E-06								
vTLCd42	Deterministic	Cytoplasm	cyt_prot_i_PCSK9_ ;	2.34E-06								
vTLCd43	Deterministic	Cytoplasm	cyt_prot_BAD_ ;	9.25E-06								
vTLCd44	Deterministic	Cytoplasm	cyt_prot_BBC3_ ;	2.75E-05								
vTLCd45	Deterministic	Cytoplasm	cyt_prot_PMAIP1_ ;	1.28E-04								
vTLCd46	Deterministic	Cytoplasm	cyt_prot_BCL2L11_ ;	6.42E-05								
vTLCd47	Deterministic	Cytoplasm	ext_prot_EGF_ ;	0.00E+00								
vTLCd48	Deterministic	Cytoplasm	ext_prot_NRG1_ ;	0.00E+00								
vTLCd49	Deterministic	Cytoplasm	ext_prot_HGF_ ;	0.00E+00								
vTLCd50	Deterministic	Cytoplasm	ext_prot_PDGFB_ ;	0.00E+00								
vTLCd51	Deterministic	Cytoplasm	ext_prot_FGF_ ;	0.00E+00								
vTLCd52	Deterministic	Cytoplasm	ext_prot_IGF_ ;	0.00E+00								
vTLCd53	Deterministic	Cytoplasm	ext_prot_INS_ ;	0.00E+00								
vTLCd54	Deterministic	Cytoplasm	cyt_prot_EGFR_ ;	1.51E-05								
vTLCd55	Deterministic	Cytoplasm	cyt_prot_ERBB2_ ;	1.04E-05								
vTLCd56	Deterministic	Cytoplasm	cyt_prot_ERBB3_ ;	1.23E-05								
vTLCd57	Deterministic	Cytoplasm	cyt_prot_ERBB4_ ;	0.00E+00								
vTLCd58	Deterministic	Cytoplasm	cyt_prot_EGFRvIII_ ;	0.00E+00								
vTLCd59	Deterministic	Cytoplasm	cyt_prot_MET_ ;	6.55E-06								
vTLCd60	Deterministic	Cytoplasm	cyt_prot_PDGFRB_ ;	6.42E-05								
vTLCd61	Deterministic	Cytoplasm	cyt_prot_FGFR_ ;	6.55E-06								
vTLCd62	Deterministic	Cytoplasm	cyt_prot_IGF1R_ ;	6.55E-06								
vTLCd63	Deterministic	Cytoplasm	cyt_prot_INSR_ ;	2.87E-05								
vTLCd64	Deterministic	Cytoplasm	cyt_prot_IRS_ ;	5.82E-05								
vTLCd65	Deterministic	Cytoplasm	cyt_prot_SPRY2_ ;	9.63E-05								
vTLCd66	Deterministic	Cytoplasm	cyt_prot_CBL_ ;	6.51E-06								
vTLCd67	Deterministic	Cytoplasm	cyt_prot_GRB2_ ;	1.12E-05								
vTLCd68	Deterministic	Cytoplasm	cyt_prot_PLCG_ ;	6.22E-06								
vTLCd69	Deterministic	Cytoplasm	cyt_prot_PI3KC_ ;	4.81E-06								
vTLCd70	Deterministic	Cytoplasm	cyt_prot_PI3KR_ ;	4.39E-06								
vTLCd71	Deterministic	Cytoplasm	cyt_prot_PIK3C2A_ ;	8.99E-06								
vTLCd72	Deterministic	Cytoplasm	cyt_prot_GRP_ ;	6.78E-06								
vTLCd73	Deterministic	Cytoplasm	cyt_mixed_RAS__GDP_ ;	6.86E-06								
vTLCd74	Deterministic	Cytoplasm	cyt_prot_NF1_ ;	2.49E-06								
vTLCd75	Deterministic	Cytoplasm	cyt_prot_RAF1_ ;	9.62E-06								
vTLCd76	Deterministic	Cytoplasm	cyt_prot_BRAF_ ;	9.62E-06								
vTLCd77	Deterministic	Cytoplasm	cyt_prot_MAP2K_ ;	2.22E-06								
vTLCd78	Deterministic	Nucleus	cyt_prot_DUSP6_ ;	2.57E-04								
vTLCd79	Deterministic	Nucleus	cyt_prot_RPS6KA_ ;	3.23E-06								
vTLCd80	Deterministic	Nucleus	nuc_prot_DUSP1_ ;	2.57E-04								
vTLCd81	Deterministic	Nucleus	nuc_prot_FOS_ ;	2.57E-04								
vTLCd82	Deterministic	Cytoplasm	nuc_prot_JUN_ ;	8.89E-05								
vTLCd83	Deterministic	Cytoplasm	nuc_prot_MYC_ ;	3.85E-04								
vTLCd84	Deterministic	Cytoplasm	cyt_prot_CTNNB1_ ;	1.34E-05								
vTLCd85	Deterministic	Cytoplasm	cyt_prot_PTEN_ ;	1.45E-06								
vTLCd86	Deterministic	Cytoplasm	cyt_prot_AKT_ ;	5.75E-06								
vTLCd87	Deterministic	Cytoplasm	cyt_prot_PDPK1_ ;	7.01E-06								
vTLCd88	Deterministic	Cytoplasm	cyt_prot_RICTOR_ ;	7.24E-06								
vTLCd89	Deterministic	Cytoplasm	cyt_prot_MTOR_ ;	5.16E-06								
vTLCd90	Deterministic	Cytoplasm	cyt_prot_GSK3B_ ;	5.85E-06								
vTLCd91	Deterministic	Cytoplasm	cyt_prot_TSC1_ ;	3.68E-06								
vTLCd92	Deterministic	Cytoplasm	cyt_prot_TSC2_ ;	5.35E-06								
vTLCd93	Deterministic	Cytoplasm	cyt_prot_PRKC_ ;	3.18E-06								
vTLCd94	Deterministic	Cytoplasm	cyt_prot_PEBP1_ ;	5.93E-07								
vTLCd95	Deterministic	Cytoplasm	cyt_prot_MAPK_ ;	3.43E-06								
vTLCd96	Deterministic	Cytoplasm	cyt_prot_FOXO3_ ;	4.15E-06								
vTLCd97	Deterministic	Cytoplasm	cyt_mixed_RHEB__GDP_ ;	8.40E-06								
vTLCd98	Deterministic	Cytoplasm	cyt_prot_RPTOR_ ;	2.55E-05								
vTLCd99	Deterministic	Cytoplasm	cyt_prot_RPS6KB1_ ;	6.41E-06								
vTLCd100	Deterministic	Cytoplasm	cyt_prot_EIF4EBP1_ ;	3.03E-05								
vTLCd101	Deterministic	Cytoplasm	cyt_prot_SOS1_ ;	5.00E-06								
vTLCd102	Deterministic	Cytoplasm	cyt_prot_EIF4E_ ;	1.67E-06								
vE1	Deterministic	Cytoplasm	cyt_prot_EIF4E_ + cyt_mrna_TOTAL ; cyt_mixed_EIF4E__mrna_TOTAL	1.00E-03								
vE2	Deterministic	Cytoplasm	cyt_mixed_EIF4E__mrna_TOTAL ; cyt_prot_EIF4E_ + cyt_mrna_TOTAL	1.00E-01								
vE3	Deterministic	Cytoplasm	; cyt_mrna_TOTAL	0.000211								
vE4	Deterministic	Cytoplasm	cyt_mrna_TOTAL ;	1.67E-06								
vE5	Deterministic	Cytoplasm	cyt_mixed_EIF4E__mrna_TOTAL ;	1.67E-06								
vD1	Deterministic	Nucleus	; nuc_prot_i_TP53_	0.00E+00								
vD2	Deterministic	Nucleus	nuc_prot_i_TP53_ ;	kD2*nuc_prot_MDM2_*nuc_prot_i_TP53_	1.39E-06							
vD3	Deterministic	Nucleus	nuc_prot_i_TP53_ ; nuc_prot_a_TP53_	kD3_1 + kD3_2*nuc_prot_i_TP53_*((nuc_prot_p_ATM_^kD3_3)/((nuc_prot_p_ATM_^kD3_3)+(kD3_4^kD3_3))+(nuc_prot_a_ATR_^kD3_3)/((nuc_prot_a_ATR_^kD3_3)+(kD3_4^kD3_3)))	0.0005	0.00278	4	1000				
vD4	Deterministic	Nucleus	nuc_prot_a_TP53_ ; nuc_prot_i_TP53_	kD4*nuc_prot_PPM1D_*nuc_prot_a_TP53_	3.89E-08							
vD5	Deterministic	Nucleus	nuc_prot_i_TP53_ ;	0.000556								
vD6	Deterministic	Nucleus	nuc_prot_a_TP53_ ;	kD6*nuc_prot_MDM2_*nuc_prot_a_TP53_	3.89E-07							
vD7	Deterministic	Nucleus	; nuc_prot_MDM2_	0								
vD8	Deterministic	Nucleus	; nuc_prot_MDM2_	0								
vD9	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD9*nuc_prot_MDM2_*nuc_prot_p_ATM_	1.39E-07							
vD10	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD10*nuc_prot_MDM2_*nuc_prot_a_ATR_	2.78E-08							
vD11	Deterministic	Nucleus	nuc_prot_MDM2_ ;	0.000278								
vD12	Deterministic	Nucleus	; nuc_prot_PPM1D_	0								
vD13	Deterministic	Nucleus	nuc_prot_PPM1D_ ;	0.000194								
vD14	Deterministic	Nucleus	; nuc_prot_p_ATM_	kD14_1*((nuc_imp_damageDSB_^kD14_2)/((kD14_3^kD14_2)+(nuc_imp_damageDSB_^kD14_2)))	2.78	20	2					
vD15	Deterministic	Nucleus	nuc_prot_p_ATM_ ;	kD15_1*nuc_prot_p_ATM_*(nuc_prot_PPM1D_^kD15_2)/((nuc_prot_PPM1D_^kD15_2)+(kD15_3^kD15_2))	0.0139	4	200					
vD16	Deterministic	Nucleus	nuc_prot_p_ATM_ ;	0.00208								
vD17	Deterministic	Nucleus	; nuc_prot_a_ATR_	kD17_1*((nuc_imp_damageSSB_^kD517_2)/((kD17_3^kD17_2)+(nuc_imp_damageSSB_^kD17_2)))	1.25	20	2					
vD18	Deterministic	Nucleus	nuc_prot_a_ATR_ ;	0.00208								
vD19	Deterministic	Nucleus	nuc_imp_MDM2product1_ ;	nuc_imp_MDM2product1_/kD19	122							
vD20	Deterministic	Nucleus	; nuc_imp_MDM2product1_	nuc_prot_a_TP53_/kD20	122							
vD21	Deterministic	Nucleus	nuc_imp_MDM2product2_ ;	nuc_imp_MDM2product2_/kD21	211							
vD22	Deterministic	Nucleus	; nuc_imp_MDM2product2_	nuc_imp_MDM2product1_/kD22	211							
vD23	Deterministic	Nucleus	nuc_imp_MDM2product3_ ;	nuc_imp_MDM2product3_/kD23	12.9							
vD24	Deterministic	Nucleus	; nuc_imp_MDM2product3_	nuc_imp_MDM2product2_/kD24	12.9							
vD25	Deterministic	Nucleus	nuc_imp_MDM2product4_ ;	nuc_imp_MDM2product4_/kD25	1210							
vD26	Deterministic	Nucleus	; nuc_imp_MDM2product4_	nuc_imp_MDM2product3_/kD26	1210							
vD27	Deterministic	Nucleus	nuc_imp_MDM2product5_ ;	nuc_imp_MDM2product5_/kD27	48.6							
vD28	Deterministic	Nucleus	; nuc_imp_MDM2product5_	nuc_imp_MDM2product4_/kD28	48.6							
vD29	Deterministic	Nucleus	nuc_imp_MDM2product6_ ;	nuc_imp_MDM2product6_/kD29	111							
vD30	Deterministic	Nucleus	; nuc_imp_MDM2product6_	nuc_imp_MDM2product5_/kD30	111							
vD31	Deterministic	Nucleus	nuc_imp_MDM2product7_ ;	nuc_imp_MDM2product7_/kD31	15.3							
vD32	Deterministic	Nucleus	; nuc_imp_MDM2product7_	nuc_imp_MDM2product6_/kD32	15.3							
vD33	Deterministic	Nucleus	nuc_imp_MDM2product8_ ;	nuc_imp_MDM2product8_/kD33	292							
vD34	Deterministic	Nucleus	; nuc_imp_MDM2product8_	nuc_imp_MDM2product7_/kD34	292							
vD35	Deterministic	Nucleus	nuc_imp_MDM2product9_ ;	nuc_imp_MDM2product9_/kD35	363							
vD36	Deterministic	Nucleus	; nuc_imp_MDM2product9_	nuc_imp_MDM2product8_/kD36	363							
vD37	Deterministic	Nucleus	nuc_imp_MDM2pro_ ;	nuc_imp_MDM2pro_/kD37	479							
vD38	Deterministic	Nucleus	; nuc_imp_MDM2pro_	nuc_imp_MDM2product9_/kD38	479							
vD39	Deterministic	Nucleus	nuc_imp_WIP1product1_ ;	nuc_imp_WIP1product1_/kD39	289							
vD40	Deterministic	Nucleus	; nuc_imp_WIP1product1_	nuc_prot_a_TP53_/kD40	289							
vD41	Deterministic	Nucleus	nuc_imp_WIP1product2_ ;	nuc_imp_WIP1product2_/kD41	441							
vD42	Deterministic	Nucleus	; nuc_imp_WIP1product2_	nuc_imp_WIP1product1_/kD42	441							
vD43	Deterministic	Nucleus	nuc_imp_WIP1product3_ ;	nuc_imp_WIP1product3_/kD43	595							
vD44	Deterministic	Nucleus	; nuc_imp_WIP1product3_	nuc_imp_WIP1product2_/kD44	595							
vD45	Deterministic	Nucleus	nuc_imp_WIP1product4_ ;	nuc_imp_WIP1product4_/kD45	357							
vD46	Deterministic	Nucleus	; nuc_imp_WIP1product4_	nuc_imp_WIP1product3_/kD46	357							
vD47	Deterministic	Nucleus	nuc_imp_WIP1product5_ ;	nuc_imp_WIP1product5_/kD47	491							
vD48	Deterministic	Nucleus	; nuc_imp_WIP1product5_	nuc_imp_WIP1product4_/kD48	491							
vD49	Deterministic	Nucleus	nuc_imp_WIP1product6_ ;	nuc_imp_WIP1product6_/kD49	1030							
vD50	Deterministic	Nucleus	; nuc_imp_WIP1product6_	nuc_imp_WIP1product5_/kD450	1030							
vD51	Deterministic	Nucleus	nuc_imp_WIP1product7_ ;	nuc_imp_WIP1product7_/kD51	381							
vD52	Deterministic	Nucleus	; nuc_imp_WIP1product7_	nuc_imp_WIP1product6_/kD52	381							
vD53	Deterministic	Nucleus	nuc_imp_WIP1product8_ ;	nuc_imp_WIP1product8_/kD53	239							
vD54	Deterministic	Nucleus	; nuc_imp_WIP1product8_	nuc_imp_WIP1product7_/kD54	239							
vD55	Deterministic	Nucleus	nuc_imp_WIP1product9_ ;	nuc_imp_WIP1product9_/kD55	399							
vD56	Deterministic	Nucleus	; nuc_imp_WIP1product9_	nuc_imp_WIP1product8_/kD56	399							
vD57	Deterministic	Nucleus	nuc_imp_WIP1pro_ ;	nuc_imp_WIP1pro_/kD57	153							
vD58	Deterministic	Nucleus	; nuc_imp_WIP1pro_	nuc_imp_WIP1product9_/kD58	153							
vD59	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD59*nuc_prot_CDKN2A_*nuc_prot_MDM2_	0							
vD60	Deterministic	Nucleus	nuc_prot_p_MDM2_ ;	kD60*nuc_prot_CDKN2A_*nuc_prot_p_MDM2_	0							
vD61	Deterministic	Nucleus	nuc_prot_a_TP53_ + nuc_prot_MDM4_ ; nuc_prot_a_TP53__MDM4_	kD61*nuc_prot_MDM4_*nuc_prot_a_TP53_	0							
vD62	Deterministic	Nucleus	nuc_prot_a_TP53__MDM4_ ; nuc_prot_a_TP53_ + nuc_prot_MDM4_	0								
vD63	Deterministic	Nucleus	nuc_imp_damageDSB_ ;	kD63*nuc_prot_BRCA2_*nuc_imp_damageDSB_	5.00E-05							
vD64	Deterministic	Nucleus	nuc_imp_damageSSB_ ;	kD64*nuc_prot_MSH6_*nuc_imp_damageSSB_	1.00E-05							
vD65	Deterministic	Nucleus	nuc_imp_damageSSB_ ;	kD65*nuc_prot_MGMT_*nuc_imp_damageSSB_	1.00E-05							
vD66	Deterministic	Nucleus	; nuc_imp_damageDSB_ + nuc_imp_damageSSB_	(kD66_1+kD66_2*(kD66_3/(kD66_3+kD66_4)))*(((nuc_prot_CCNA__CDK2_+nuc_prot_CCNE__CDK2_)^kD66_5)/(((nuc_prot_CCNA__CDK2_+nuc_prot_CCNE__CDK2_)^kD66_5)+(kD66_6^kD66_5)))	1.00E-06	0.005	0	5000	5	20		
vC1	Deterministic	Nucleus	; nuc_prot_RB1_	0								
vC2	Deterministic	Nucleus	nuc_prot_RB1_ + nuc_prot_E2F_ ; nuc_prot_RB1__E2F_	2.36E-06								
vC3	Deterministic	Nucleus	nuc_prot_RB1__E2F_ ; nuc_prot_RB1_ + nuc_prot_E2F_	2.36E-03								
vC4	Deterministic	Nucleus	nuc_prot_RB1_ ; nuc_prot_p_RB1_	kC4_1*(nuc_prot_RB1_/(kC4_2+nuc_prot_RB1_))*(nuc_prot_CCND__CDK4_+nuc_prot_CCND__CDK4__CDKN1B_)	0.0104	10						
vC5	Deterministic	Nucleus	nuc_prot_p_RB1_ ; nuc_prot_RB1_	kC5_1*(nuc_prot_p_RB1_/(kC5_2+nuc_prot_p_RB1_))	0.944	10						
vC6	Deterministic	Nucleus	nuc_prot_RB1_ ;	4.72E-05								
vC7	Deterministic	Nucleus	nuc_prot_p_RB1_ ; nuc_prot_p_p_RB1_	kC7_1*(nuc_prot_p_RB1_/(kC7_2+nuc_prot_p_RB1_))*nuc_prot_CCNE__CDK2_	0.00472	10						
vC8	Deterministic	Nucleus	nuc_prot_p_p_RB1_ ; nuc_prot_p_RB1_	kC8_1*(nuc_prot_p_p_RB1_/(kC8_2+nuc_prot_p_p_RB1_))	0.944	10						
vC9	Deterministic	Nucleus	nuc_prot_p_RB1_ + nuc_prot_E2F_ ; nuc_prot_p_RB1__E2F_	1.18E-06								
vC10	Deterministic	Nucleus	nuc_prot_p_RB1__E2F_ ; nuc_prot_p_RB1_ + nuc_prot_E2F_	2.36E-03								
vC11	Deterministic	Nucleus	nuc_prot_p_RB1_ ;	2.83E-04								
vC12	Deterministic	Nucleus	nuc_prot_p_p_RB1_ ;	1.89E-04								
vC13	Deterministic	Nucleus	; nuc_prot_E2F_	0.00E+00								
vC14	Deterministic	Nucleus	nuc_prot_E2F_ ; nuc_prot_p_E2F_	kC14_1*nuc_prot_CCNA__CDK2_*(nuc_prot_E2F_/(nuc_prot_E2F_+kc14_2))	0.0189	500						
vC15	Deterministic	Nucleus	nuc_prot_p_E2F_ ; nuc_prot_E2F_	kC15_1*(nuc_prot_p_E2F_/(nuc_prot_p_E2F_+kC15_2))	0.354	500						
vC16	Deterministic	Nucleus	nuc_prot_E2F_ ;	9.44E-06								
vC17	Deterministic	Nucleus	nuc_prot_p_E2F_ ;	5.19E-03								
vC18	Deterministic	Nucleus	; nuc_prot_CCND_	0.00E+00								
vC19	Deterministic	Nucleus	nuc_prot_CCND_ ; nuc_prot_i_CCND__CDK4_	kC19_1*nuc_prot_CCND_*(kC19_2-(nuc_prot_i_CCND__CDK4_+nuc_prot_CCND__CDK4_+nuc_prot_CCND__CDK4__CDKN1B_+nuc_prot_CCND__CDK4__CDKN1A_))	8.26E-06	150						
vC20	Deterministic	Nucleus	nuc_prot_i_CCND__CDK4_ ; nuc_prot_CCND_	4.72E-04								
vC21	Deterministic	Nucleus	nuc_prot_CCND_ ;	kC21_1*(nuc_prot_CCND_/(kC21_2+nuc_prot_CCND_))	2.36	10						
vC22	Deterministic	Nucleus	nuc_prot_CCND_ ;	2.36E-05								
vC23	Deterministic	Nucleus	nuc_prot_CCND__CDK4_ ; nuc_prot_i_CCND__CDK4_	kC23_1*(nuc_prot_CCND__CDK4_/(kC23_2+nuc_prot_CCND__CDK4_))	0.0944	10						
vC24	Deterministic	Nucleus	nuc_prot_i_CCND__CDK4_ ; nuc_prot_CCND__CDK4_	kC24_1*(nuc_prot_i_CCND__CDK4_/(kC24_2+nuc_prot_i_CCND__CDK4_))	0.472	10						
vC25	Deterministic	Nucleus	nuc_prot_CCND__CDK4_ + nuc_prot_CDKN1B_ ; nuc_prot_CCND__CDK4__CDKN1B_	7.08E-06								
vC26	Deterministic	Nucleus	nuc_prot_CCND__CDK4__CDKN1B_ ; nuc_prot_CCND__CDK4_ + nuc_prot_CDKN1B_	7.08E-04								
vC27	Deterministic	Nucleus	; nuc_prot_CCNE_	0.00E+00								
vC28	Deterministic	Nucleus	nuc_prot_CCNE_ ; nuc_prot_i_CCNE__CDK2_	kC28_1*nuc_prot_CCNE_*(kC28_2-(nuc_prot_i_CCNE__CDK2_+nuc_prot_CCNE__CDK2_+nuc_prot_CCNE__CDK2__CDKN1B_+nuc_prot_CCNE__CDK2__CDKN1A_+nuc_prot_i_CCNA__CDK2_+nuc_prot_CCNA__CDK2_+nuc_prot_CCNA__CDK2__CDKN1B_+nuc_prot_CCNA__CDK2__CDKN1A_))	9.44E-06	200						
vC29	Deterministic	Nucleus	nuc_prot_i_CCNE__CDK2_ ; nuc_prot_CCNE_	4.72E-04								
vC30	Deterministic	Nucleus	nuc_prot_CCNE_ ;	kC30_1*(nuc_prot_SKP2_/(kC30_2+nuc_prot_SKP2_))*(nuc_prot_CCNE_/(kC30_3+nuc_prot_CCNE_))	1.42	200	10					
vC31	Deterministic	Nucleus	nuc_prot_CCNE__CDK2_ ; nuc_prot_i_CCNE__CDK2_	kC31_1*(nuc_prot_WEE1_+kC31_2)*(nuc_prot_CCNE__CDK2_/(kC31_3+nuc_prot_CCNE__CDK2_))	0.00661	50	10					
vC32	Deterministic	Nucleus	nuc_prot_i_CCNE__CDK2_ ; nuc_prot_CCNE__CDK2_	kC32_1*nuc_prot_CDC25A__CCNE__CDK2_*(nuc_prot_i_CCNE__CDK2_/(kC32_2+nuc_prot_i_CCNE__CDK2_))	0.00944	10						
vC33	Deterministic	Nucleus	nuc_prot_CCNE__CDK2_ + nuc_prot_CDKN1B_ ; nuc_prot_CCNE__CDK2__CDKN1B_	9.44E-06								
vC34	Deterministic	Nucleus	nuc_prot_CCNE__CDK2__CDKN1B_ ; nuc_prot_CCNE__CDK2_ + nuc_prot_CDKN1B_	4.72E-04								
vC35	Deterministic	Nucleus	; nuc_prot_SKP2_	0.00E+00								
vC36	Deterministic	Nucleus	nuc_prot_SKP2_ ;	kC36_1*(nuc_prot_SKP2_/(k36_2+nuc_prot_SKP2_))*(nuc_prot_a_CDH1_/(kC36_3+nuc_prot_a_CDH1_))	0.519	50	40					
vC37	Deterministic	Nucleus	nuc_prot_SKP2_ ;	2.36E-05								
vC38	Deterministic	Nucleus	; nuc_prot_i_CDC25A__CCNE__CDK2_	0.00E+00								
vC39	Deterministic	Nucleus	nuc_prot_CDC25A__CCNE__CDK2_ ; nuc_prot_i_CDC25A__CCNE__CDK2_	kC39_1*(kC39_2+(kC39_3*nuc_prot_CHEK1_))*(nuc_prot_CDC25A__CCNE__CDK2_/(kC39_4+nuc_prot_CDC25A__CCNE__CDK2_))	0.378	1	0.01	10				
vC40	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ; nuc_prot_CDC25A__CCNE__CDK2_	kC40_1*(nuc_prot_CCNE__CDK2_+kC40_2)*(nuc_prot_i_CDC25A__CCNE__CDK2_/(kC40_3+nuc_prot_i_CDC25A__CCNE__CDK2_))	0.0236	25	10					
vC41	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ;	7.08E-04								
vC42	Deterministic	Nucleus	nuc_prot_CDC25A__CCNE__CDK2_ ;	3.54E-04								
vC43	Deterministic	Nucleus	; nuc_prot_CCNA_	0.00E+00								
vC44	Deterministic	Nucleus	nuc_prot_CCNA_ ; nuc_prot_i_CCNA__CDK2_	kC44_1*nuc_prot_CCNA_*(kC44_2-(nuc_prot_i_CCNE__CDK2_+nuc_prot_CCNE__CDK2_+nuc_prot_CCNE__CDK2__CDKN1B_+nuc_prot_CCNE__CDK2__CDKN1A_+nuc_prot_i_CCNA__CDK2_+nuc_prot_CCNA__CDK2_+nuc_prot_CCNA__CDK2__CDKN1B_+nuc_prot_CCNA__CDK2__CDKN1A_))	9.44E-06	200						
vC45	Deterministic	Nucleus	nuc_prot_i_CCNA__CDK2_ ; nuc_prot_CCNA_	4.72E-04								
vC46	Deterministic	Nucleus	nuc_prot_CCNA_ ;	kC46_1*(nuc_prot_CCNA_/(kC46_2+nuc_prot_CCNA_))*(nuc_prot_a_CDC20_/(kC46_3+nuc_prot_a_CDC20_))	1.18	110	200					
vC47	Deterministic	Nucleus	nuc_prot_CCNA_ ;	2.36E-05								
vC48	Deterministic	Nucleus	nuc_prot_CCNA__CDK2_ ; nuc_prot_i_CCNA__CDK2_	kC48_1*(nuc_prot_WEE1_+kC48_2)*(nuc_prot_CCNA__CDK2_/(kC48_3+nuc_prot_CCNA__CDK2_))	0.00874	50	10					
