reactionId	solver	compartment	r ; p	ratelaw
vTLCd12	Deterministic	Nucleus	nuc_prot_E2F_ ;	kTLCd12_1*nuc_prot_E2F_
vTLCd13	Deterministic	Nucleus	nuc_prot_CCND_ ;	kTLCd13_1*nuc_prot_CCND_
vTLCd14	Deterministic	Nucleus	nuc_prot_CCNE_ ;	kTLCd14_1*nuc_prot_CCNE_
vTLCd15	Deterministic	Nucleus	nuc_prot_SKP2_ ;	kTLCd15_1*nuc_prot_SKP2_
vTLCd16	Deterministic	Nucleus	nuc_prot_i_CDC25B__CCNA__CDK2_ ;	kTLCd16_1*nuc_prot_i_CDC25B__CCNA__CDK2_
vTLCd17	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ;	kTLCd17_1*nuc_prot_i_CDC25A__CCNE__CDK2_
vTLCd18	Deterministic	Nucleus	nuc_prot_i_CDC25C__CCNB__CDK1_ ;	kTLCd18_1*nuc_prot_i_CDC25C__CCNB__CDK1_
vTLCd19	Deterministic	Nucleus	nuc_prot_CCNA_ ;	kTLCd19_1*nuc_prot_CCNA_
vTLCd20	Deterministic	Nucleus	nuc_prot_CDKN1B_ ;	kTLCd20_1*nuc_prot_CDKN1B_
vTLCd21	Deterministic	Nucleus	nuc_prot_a_CDH1_ ;	kTLCd21_1*nuc_prot_a_CDH1_
vTLCd22	Deterministic	Nucleus	nuc_prot_CCNB_ ;	kTLCd22_1*nuc_prot_CCNB_
vTLCd23	Deterministic	Nucleus	nuc_prot_i_CDC20_ ;	kTLCd23_1*nuc_prot_i_CDC20_
vTLCd24	Deterministic	Nucleus	nuc_prot_WEE1_ ;	kTLCd24_1*nuc_prot_WEE1_
vTLCd25	Deterministic	Nucleus	nuc_prot_CHEK1_ ;	kTLCd25_1*nuc_prot_CHEK1_
vTLCd26	Deterministic	Nucleus	nuc_prot_CDKN1A_ ;	kTLCd26_1*nuc_prot_CDKN1A_
vTLCd27	Deterministic	Cytoplasm	ext_prot_TNFSF10_ ;	kTLCd27_1*ext_prot_TNFSF10_
vTLCd28	Deterministic	Cytoplasm	cyt_prot_TNFRSF10_ ;	kTLCd28_1*cyt_prot_TNFRSF10_
vTLCd29	Deterministic	Cytoplasm	cyt_prot_CFLAR_ ;	kTLCd29_1*cyt_prot_CFLAR_
vTLCd30	Deterministic	Cytoplasm	cyt_prot_p_CASP8_ ;	kTLCd30_1*cyt_prot_p_CASP8_
vTLCd31	Deterministic	Cytoplasm	cyt_prot_BFAR_ ;	kTLCd31_1*cyt_prot_BFAR_
vTLCd32	Deterministic	Cytoplasm	cyt_prot_p_CASP3_ ;	kTLCd32_1*cyt_prot_p_CASP3_
vTLCd33	Deterministic	Cytoplasm	cyt_prot_p_CASP6_ ;	kTLCd33_1*cyt_prot_p_CASP6_
vTLCd34	Deterministic	Cytoplasm	cyt_prot_XIAP_ ;	kTLCd34_1*cyt_prot_XIAP_
vTLCd35	Deterministic	Cytoplasm	cyt_prot_PARP1_ ;	kTLCd35_1*cyt_prot_PARP1_
vTLCd36	Deterministic	Cytoplasm	cyt_prot_BID_ ;	kTLCd36_1*cyt_prot_BID_
vTLCd37	Deterministic	Cytoplasm	cyt_prot_BCL2_ ;	kTLCd37_1*cyt_prot_BCL2_
vTLCd38	Deterministic	Cytoplasm	cyt_prot_i_BAX_ ;	kTLCd38_1*cyt_prot_i_BAX_
vTLCd39	Deterministic	Mitochondria	mit_mixed_CYC1__Membrane_ ;	kTLCd39_1*mit_mixed_CYC1__Membrane_
vTLCd40	Deterministic	Mitochondria	mit_mixed_DIABLO__Membrane_ ;	kTLCd40_1*mit_mixed_DIABLO__Membrane_
vTLCd41	Deterministic	Cytoplasm	cyt_prot_i_APAF1_ ;	kTLCd41_1*cyt_prot_i_APAF1_
vTLCd42	Deterministic	Cytoplasm	cyt_prot_i_PCSK9_ ;	kTLCd42_1*cyt_prot_i_PCSK9_
vTLCd43	Deterministic	Cytoplasm	cyt_prot_BAD_ ;	kTLCd43_1*cyt_prot_BAD_
vTLCd44	Deterministic	Cytoplasm	cyt_prot_BBC3_ ;	kTLCd44_1*cyt_prot_BBC3_
vTLCd45	Deterministic	Cytoplasm	cyt_prot_PMAIP1_ ;	kTLCd45_1*cyt_prot_PMAIP1_
vTLCd46	Deterministic	Cytoplasm	cyt_prot_BCL2L11_ ;	kTLCd46_1*cyt_prot_BCL2L11_
vTLCd47	Deterministic	Cytoplasm	ext_prot_EGF_ ;	kTLCd47_1*ext_prot_EGF_
vTLCd48	Deterministic	Cytoplasm	ext_prot_NRG1_ ;	kTLCd48_1*ext_prot_NRG1_
vTLCd49	Deterministic	Cytoplasm	ext_prot_HGF_ ;	kTLCd49_1*ext_prot_HGF_
vTLCd50	Deterministic	Cytoplasm	ext_prot_PDGFB_ ;	kTLCd50_1*ext_prot_PDGFB_
vTLCd51	Deterministic	Cytoplasm	ext_prot_FGF_ ;	kTLCd51_1*ext_prot_FGF_
vTLCd52	Deterministic	Cytoplasm	ext_prot_IGF_ ;	kTLCd52_1*ext_prot_IGF_
vTLCd53	Deterministic	Cytoplasm	ext_prot_INS_ ;	kTLCd53_1*ext_prot_INS_
vTLCd54	Deterministic	Cytoplasm	cyt_prot_EGFR_ ;	kTLCd54_1*cyt_prot_EGFR_
vTLCd55	Deterministic	Cytoplasm	cyt_prot_ERBB2_ ;	kTLCd55_1*cyt_prot_ERBB2_
vTLCd56	Deterministic	Cytoplasm	cyt_prot_ERBB3_ ;	kTLCd56_1*cyt_prot_ERBB3_
vTLCd57	Deterministic	Cytoplasm	cyt_prot_ERBB4_ ;	kTLCd57_1*cyt_prot_ERBB4_
vTLCd58	Deterministic	Cytoplasm	cyt_prot_EGFRvIII_ ;	kTLCd58_1*cyt_prot_EGFRvIII_
vTLCd59	Deterministic	Cytoplasm	cyt_prot_MET_ ;	kTLCd59_1*cyt_prot_MET_
vTLCd60	Deterministic	Cytoplasm	cyt_prot_PDGFRB_ ;	kTLCd60_1*cyt_prot_PDGFRB_
vTLCd61	Deterministic	Cytoplasm	cyt_prot_FGFR_ ;	kTLCd61_1*cyt_prot_FGFR_
vTLCd62	Deterministic	Cytoplasm	cyt_prot_IGF1R_ ;	kTLCd62_1*cyt_prot_IGF1R_
vTLCd63	Deterministic	Cytoplasm	cyt_prot_INSR_ ;	kTLCd63_1*cyt_prot_INSR_
vTLCd64	Deterministic	Cytoplasm	cyt_prot_IRS_ ;	kTLCd64_1*cyt_prot_IRS_
vTLCd65	Deterministic	Cytoplasm	cyt_prot_SPRY2_ ;	kTLCd65_1*cyt_prot_SPRY2_
vTLCd66	Deterministic	Cytoplasm	cyt_prot_CBL_ ;	kTLCd66_1*cyt_prot_CBL_
vTLCd67	Deterministic	Cytoplasm	cyt_prot_GRB2_ ;	kTLCd67_1*cyt_prot_GRB2_
vTLCd68	Deterministic	Cytoplasm	cyt_prot_PLCG_ ;	kTLCd68_1*cyt_prot_PLCG_
vTLCd69	Deterministic	Cytoplasm	cyt_prot_PI3KC_ ;	kTLCd69_1*cyt_prot_PI3KC_
vTLCd70	Deterministic	Cytoplasm	cyt_prot_PI3KR_ ;	kTLCd70_1*cyt_prot_PI3KR_
vTLCd71	Deterministic	Cytoplasm	cyt_prot_PIK3C2A_ ;	kTLCd71_1*cyt_prot_PIK3C2A_
vTLCd72	Deterministic	Cytoplasm	cyt_prot_GRP_ ;	kTLCd72_1*cyt_prot_GRP_
vTLCd73	Deterministic	Cytoplasm	cyt_mixed_RAS__GDP_ ;	kTLCd73_1*cyt_mixed_RAS__GDP_
vTLCd74	Deterministic	Cytoplasm	cyt_prot_NF1_ ;	kTLCd74_1*cyt_prot_NF1_
vTLCd75	Deterministic	Cytoplasm	cyt_prot_RAF1_ ;	kTLCd75_1*cyt_prot_RAF1_
vTLCd76	Deterministic	Cytoplasm	cyt_prot_BRAF_ ;	kTLCd76_1*cyt_prot_BRAF_
vTLCd77	Deterministic	Cytoplasm	cyt_prot_MAP2K_ ;	kTLCd77_1*cyt_prot_MAP2K_
vTLCd78	Deterministic	Nucleus	cyt_prot_DUSP6_ ;	kTLCd78_1*cyt_prot_DUSP6_
vTLCd79	Deterministic	Nucleus	cyt_prot_RPS6KA_ ;	kTLCd79_1*cyt_prot_RPS6KA_
vTLCd80	Deterministic	Nucleus	nuc_prot_DUSP1_ ;	kTLCd80_1*nuc_prot_DUSP1_
vTLCd81	Deterministic	Nucleus	nuc_prot_FOS_ ;	kTLCd81_1*nuc_prot_FOS_
vTLCd82	Deterministic	Cytoplasm	nuc_prot_JUN_ ;	kTLCd82_1*nuc_prot_JUN_
vTLCd83	Deterministic	Cytoplasm	nuc_prot_MYC_ ;	kTLCd83_1*nuc_prot_MYC_
vTLCd84	Deterministic	Cytoplasm	cyt_prot_CTNNB1_ ;	kTLCd84_1*cyt_prot_CTNNB1_
vTLCd85	Deterministic	Cytoplasm	cyt_prot_PTEN_ ;	kTLCd85_1*cyt_prot_PTEN_
vTLCd86	Deterministic	Cytoplasm	cyt_prot_AKT_ ;	kTLCd86_1*cyt_prot_AKT_
vTLCd87	Deterministic	Cytoplasm	cyt_prot_PDPK1_ ;	kTLCd87_1*cyt_prot_PDPK1_
vTLCd88	Deterministic	Cytoplasm	cyt_prot_RICTOR_ ;	kTLCd88_1*cyt_prot_RICTOR_
vTLCd89	Deterministic	Cytoplasm	cyt_prot_MTOR_ ;	kTLCd89_1*cyt_prot_MTOR_
vTLCd90	Deterministic	Cytoplasm	cyt_prot_GSK3B_ ;	kTLCd90_1*cyt_prot_GSK3B_
vTLCd91	Deterministic	Cytoplasm	cyt_prot_TSC1_ ;	kTLCd91_1*cyt_prot_TSC1_
vTLCd92	Deterministic	Cytoplasm	cyt_prot_TSC2_ ;	kTLCd92_1*cyt_prot_TSC2_
vTLCd93	Deterministic	Cytoplasm	cyt_prot_PRKC_ ;	kTLCd93_1*cyt_prot_PRKC_
vTLCd94	Deterministic	Cytoplasm	cyt_prot_PEBP1_ ;	kTLCd94_1*cyt_prot_PEBP1_
vTLCd95	Deterministic	Cytoplasm	cyt_prot_MAPK_ ;	kTLCd95_1*cyt_prot_MAPK_
vTLCd96	Deterministic	Cytoplasm	cyt_prot_FOXO3_ ;	kTLCd96_1*cyt_prot_FOXO3_
vTLCd97	Deterministic	Cytoplasm	cyt_mixed_RHEB__GDP_ ;	kTLCd97_1*cyt_mixed_RHEB__GDP_
vTLCd98	Deterministic	Cytoplasm	cyt_prot_RPTOR_ ;	kTLCd98_1*cyt_prot_RPTOR_
vTLCd99	Deterministic	Cytoplasm	cyt_prot_RPS6KB1_ ;	kTLCd99_1*cyt_prot_RPS6KB1_
vTLCd100	Deterministic	Cytoplasm	cyt_prot_EIF4EBP1_ ;	kTLCd100_1*cyt_prot_EIF4EBP1_
vTLCd101	Deterministic	Cytoplasm	cyt_prot_SOS1_ ;	kTLCd101_1*cyt_prot_SOS1_
vTLCd102	Deterministic	Cytoplasm	cyt_prot_EIF4E_ ;	kTLCd102_1*cyt_prot_EIF4E_
vE1	Deterministic	Cytoplasm	cyt_prot_EIF4E_ + cyt_mrna_TOTAL ; cyt_mixed_EIF4E__mrna_TOTAL	kE1_1*cyt_prot_EIF4E_*cyt_mrna_TOTAL
vE2	Deterministic	Cytoplasm	cyt_mixed_EIF4E__mrna_TOTAL ; cyt_prot_EIF4E_ + cyt_mrna_TOTAL	kE2_1*cyt_mixed_EIF4E__mrna_TOTAL
vE3	Deterministic	Cytoplasm	; cyt_mrna_TOTAL	kE3_1
vE4	Deterministic	Cytoplasm	cyt_mrna_TOTAL ;	kE4_1*cyt_mrna_TOTAL
vE5	Deterministic	Cytoplasm	cyt_mixed_EIF4E__mrna_TOTAL ;	kE5_1*cyt_mixed_EIF4E__mrna_TOTAL
vD1	Deterministic	Nucleus	; nuc_prot_i_TP53_	kD1_1
vD2	Deterministic	Nucleus	nuc_prot_i_TP53_ ;	kD2_1*nuc_prot_MDM2_*nuc_prot_i_TP53_
vD3	Deterministic	Nucleus	nuc_prot_i_TP53_ ; nuc_prot_a_TP53_	kD3_1 + kD3_2*nuc_prot_i_TP53_*((nuc_prot_p_ATM_^kD3_3)/((nuc_prot_p_ATM_^kD3_3)+(kD3_4^kD3_3))+(nuc_prot_a_ATR_^kD3_3)/((nuc_prot_a_ATR_^kD3_3)+(kD3_4^kD3_3)))
vD4	Deterministic	Nucleus	nuc_prot_a_TP53_ ; nuc_prot_i_TP53_	kD4_1*nuc_prot_PPM1D_*nuc_prot_a_TP53_
vD5	Deterministic	Nucleus	nuc_prot_i_TP53_ ;	kD5_1*nuc_prot_i_TP53_
vD6	Deterministic	Nucleus	nuc_prot_a_TP53_ ;	kD6_1*nuc_prot_MDM2_*nuc_prot_a_TP53_
vD7	Deterministic	Nucleus	; nuc_prot_MDM2_	kD7_1
vD8	Deterministic	Nucleus	; nuc_prot_MDM2_	kD8_1
vD9	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD9_1*nuc_prot_MDM2_*nuc_prot_p_ATM_
vD10	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD10_1*nuc_prot_MDM2_*nuc_prot_a_ATR_
vD11	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD11_1*nuc_prot_MDM2_
vD12	Deterministic	Nucleus	; nuc_prot_PPM1D_	kD12_1
vD13	Deterministic	Nucleus	nuc_prot_PPM1D_ ;	kD13_1*nuc_prot_PPM1D_
vD14	Deterministic	Nucleus	; nuc_prot_p_ATM_	kD14_1*((nuc_imp_damageDSB_^kD14_2)/((kD14_3^kD14_2)+(nuc_imp_damageDSB_^kD14_2)))
vD15	Deterministic	Nucleus	nuc_prot_p_ATM_ ;	kD15_1*nuc_prot_p_ATM_*(nuc_prot_PPM1D_^kD15_2)/((nuc_prot_PPM1D_^kD15_2)+(kD15_3^kD15_2))
vD16	Deterministic	Nucleus	nuc_prot_p_ATM_ ;	kD16_1*nuc_prot_p_ATM_
vD17	Deterministic	Nucleus	; nuc_prot_a_ATR_	kD17_1*((nuc_imp_damageSSB_^kD17_2)/((kD17_3^kD17_2)+(nuc_imp_damageSSB_^kD17_2)))
vD18	Deterministic	Nucleus	nuc_prot_a_ATR_ ;	kD18_1*nuc_prot_a_ATR_
vD19	Deterministic	Nucleus	nuc_imp_MDM2product1_ ;	nuc_imp_MDM2product1_/kD19_1
vD20	Deterministic	Nucleus	; nuc_imp_MDM2product1_	nuc_prot_a_TP53_/kD20_1
vD21	Deterministic	Nucleus	nuc_imp_MDM2product2_ ;	nuc_imp_MDM2product2_/kD21_1
vD22	Deterministic	Nucleus	; nuc_imp_MDM2product2_	nuc_imp_MDM2product1_/kD22_1
vD23	Deterministic	Nucleus	nuc_imp_MDM2product3_ ;	nuc_imp_MDM2product3_/kD23_1
vD24	Deterministic	Nucleus	; nuc_imp_MDM2product3_	nuc_imp_MDM2product2_/kD24_1
vD25	Deterministic	Nucleus	nuc_imp_MDM2product4_ ;	nuc_imp_MDM2product4_/kD25_1
vD26	Deterministic	Nucleus	; nuc_imp_MDM2product4_	nuc_imp_MDM2product3_/kD26_1
vD27	Deterministic	Nucleus	nuc_imp_MDM2product5_ ;	nuc_imp_MDM2product5_/kD27_1
vD28	Deterministic	Nucleus	; nuc_imp_MDM2product5_	nuc_imp_MDM2product4_/kD28_1
vD29	Deterministic	Nucleus	nuc_imp_MDM2product6_ ;	nuc_imp_MDM2product6_/kD29_1
vD30	Deterministic	Nucleus	; nuc_imp_MDM2product6_	nuc_imp_MDM2product5_/kD30_1
vD31	Deterministic	Nucleus	nuc_imp_MDM2product7_ ;	nuc_imp_MDM2product7_/kD31_1
vD32	Deterministic	Nucleus	; nuc_imp_MDM2product7_	nuc_imp_MDM2product6_/kD32_1
vD33	Deterministic	Nucleus	nuc_imp_MDM2product8_ ;	nuc_imp_MDM2product8_/kD33_1
vD34	Deterministic	Nucleus	; nuc_imp_MDM2product8_	nuc_imp_MDM2product7_/kD34_1
vD35	Deterministic	Nucleus	nuc_imp_MDM2product9_ ;	nuc_imp_MDM2product9_/kD35_1
vD36	Deterministic	Nucleus	; nuc_imp_MDM2product9_	nuc_imp_MDM2product8_/kD36_1
vD37	Deterministic	Nucleus	nuc_imp_MDM2pro_ ;	nuc_imp_MDM2pro_/kD37_1
vD38	Deterministic	Nucleus	; nuc_imp_MDM2pro_	nuc_imp_MDM2product9_/kD38_1
vD39	Deterministic	Nucleus	nuc_imp_WIP1product1_ ;	nuc_imp_WIP1product1_/kD39_1
vD40	Deterministic	Nucleus	; nuc_imp_WIP1product1_	nuc_prot_a_TP53_/kD40_1
vD41	Deterministic	Nucleus	nuc_imp_WIP1product2_ ;	nuc_imp_WIP1product2_/kD41_1
vD42	Deterministic	Nucleus	; nuc_imp_WIP1product2_	nuc_imp_WIP1product1_/kD42_1
vD43	Deterministic	Nucleus	nuc_imp_WIP1product3_ ;	nuc_imp_WIP1product3_/kD43_1
vD44	Deterministic	Nucleus	; nuc_imp_WIP1product3_	nuc_imp_WIP1product2_/kD44_1
vD45	Deterministic	Nucleus	nuc_imp_WIP1product4_ ;	nuc_imp_WIP1product4_/kD45_1
vD46	Deterministic	Nucleus	; nuc_imp_WIP1product4_	nuc_imp_WIP1product3_/kD46_1
vD47	Deterministic	Nucleus	nuc_imp_WIP1product5_ ;	nuc_imp_WIP1product5_/kD47_1
vD48	Deterministic	Nucleus	; nuc_imp_WIP1product5_	nuc_imp_WIP1product4_/kD48_1
vD49	Deterministic	Nucleus	nuc_imp_WIP1product6_ ;	nuc_imp_WIP1product6_/kD49_1
vD50	Deterministic	Nucleus	; nuc_imp_WIP1product6_	nuc_imp_WIP1product5_/kD50_1
vD51	Deterministic	Nucleus	nuc_imp_WIP1product7_ ;	nuc_imp_WIP1product7_/kD51_1
vD52	Deterministic	Nucleus	; nuc_imp_WIP1product7_	nuc_imp_WIP1product6_/kD52_1
vD53	Deterministic	Nucleus	nuc_imp_WIP1product8_ ;	nuc_imp_WIP1product8_/kD53_1
vD54	Deterministic	Nucleus	; nuc_imp_WIP1product8_	nuc_imp_WIP1product7_/kD54_1
vD55	Deterministic	Nucleus	nuc_imp_WIP1product9_ ;	nuc_imp_WIP1product9_/kD55_1
vD56	Deterministic	Nucleus	; nuc_imp_WIP1product9_	nuc_imp_WIP1product8_/kD56_1
vD57	Deterministic	Nucleus	nuc_imp_WIP1pro_ ;	nuc_imp_WIP1pro_/kD57_1
vD58	Deterministic	Nucleus	; nuc_imp_WIP1pro_	nuc_imp_WIP1product9_/kD58_1
vD59	Deterministic	Nucleus	nuc_prot_MDM2_ ;	kD59_1*nuc_prot_CDKN2A_*nuc_prot_MDM2_
vD60	Deterministic	Nucleus	nuc_prot_p_MDM2_ ;	kD60_1*nuc_prot_CDKN2A_*nuc_prot_p_MDM2_
vD61	Deterministic	Nucleus	nuc_prot_a_TP53_ + nuc_prot_MDM4_ ; nuc_prot_a_TP53__MDM4_	kD61_1*nuc_prot_MDM4_*nuc_prot_a_TP53_
vD62	Deterministic	Nucleus	nuc_prot_a_TP53__MDM4_ ; nuc_prot_a_TP53_ + nuc_prot_MDM4_	kD62_1*nuc_prot_a_TP53__MDM4_
vD63	Deterministic	Nucleus	nuc_imp_damageDSB_ ;	kD63_1*nuc_prot_BRCA2_*nuc_imp_damageDSB_
vD64	Deterministic	Nucleus	nuc_imp_damageSSB_ ;	kD64_1*nuc_prot_MSH6_*nuc_imp_damageSSB_
vD65	Deterministic	Nucleus	nuc_imp_damageSSB_ ;	kD65_1*nuc_prot_MGMT_*nuc_imp_damageSSB_
vD66	Deterministic	Nucleus	; nuc_imp_damageDSB_ + nuc_imp_damageSSB_	(kD66_1+kD66_2*(kD66_3/(kD66_3+kD66_4)))*(((nuc_prot_CCNA__CDK2_+nuc_prot_CCNE__CDK2_)^kD66_5)/(((nuc_prot_CCNA__CDK2_+nuc_prot_CCNE__CDK2_)^kD66_5)+(kD66_6^kD66_5)))
vC1	Deterministic	Nucleus	; nuc_prot_RB1_	kC1_1
vC2	Deterministic	Nucleus	nuc_prot_RB1_ + nuc_prot_E2F_ ; nuc_prot_RB1__E2F_	kC2_1*nuc_prot_RB1_*nuc_prot_E2F_
vC3	Deterministic	Nucleus	nuc_prot_RB1__E2F_ ; nuc_prot_RB1_ + nuc_prot_E2F_	kC3_1*nuc_prot_RB1__E2F_
vC4	Deterministic	Nucleus	nuc_prot_RB1_ ; nuc_prot_p_RB1_	kC4_1*(nuc_prot_RB1_/(kC4_2+nuc_prot_RB1_))*(nuc_prot_CCND__CDK4_+nuc_prot_CCND__CDK4__CDKN1B_)
vC5	Deterministic	Nucleus	nuc_prot_p_RB1_ ; nuc_prot_RB1_	kC5_1*(nuc_prot_p_RB1_/(kC5_2+nuc_prot_p_RB1_))
vC6	Deterministic	Nucleus	nuc_prot_RB1_ ;	kC6_1*nuc_prot_RB1_
vC7	Deterministic	Nucleus	nuc_prot_p_RB1_ ; nuc_prot_p_p_RB1_	kC7_1*(nuc_prot_p_RB1_/(kC7_2+nuc_prot_p_RB1_))*nuc_prot_CCNE__CDK2_
vC8	Deterministic	Nucleus	nuc_prot_p_p_RB1_ ; nuc_prot_p_RB1_	kC8_1*(nuc_prot_p_p_RB1_/(kC8_2+nuc_prot_p_p_RB1_))
vC9	Deterministic	Nucleus	nuc_prot_p_RB1_ + nuc_prot_E2F_ ; nuc_prot_p_RB1__E2F_	kC9_1*nuc_prot_p_RB1_*nuc_prot_E2F_
vC10	Deterministic	Nucleus	nuc_prot_p_RB1__E2F_ ; nuc_prot_p_RB1_ + nuc_prot_E2F_	kC10_1*nuc_prot_p_RB1__E2F_
vC11	Deterministic	Nucleus	nuc_prot_p_RB1_ ;	kC11_1*nuc_prot_p_RB1_
vC12	Deterministic	Nucleus	nuc_prot_p_p_RB1_ ;	kC12_1*nuc_prot_p_p_RB1_
vC13	Deterministic	Nucleus	; nuc_prot_E2F_	kC13_1
vC14	Deterministic	Nucleus	nuc_prot_E2F_ ; nuc_prot_p_E2F_	kC14_1*nuc_prot_CCNA__CDK2_*(nuc_prot_E2F_/(nuc_prot_E2F_+kC14_2))
vC15	Deterministic	Nucleus	nuc_prot_p_E2F_ ; nuc_prot_E2F_	kC15_1*(nuc_prot_p_E2F_/(nuc_prot_p_E2F_+kC15_2))
vC16	Deterministic	Nucleus	nuc_prot_E2F_ ;	kC16_1*nuc_prot_E2F_
vC17	Deterministic	Nucleus	nuc_prot_p_E2F_ ;	kC17_1*nuc_prot_p_E2F_
vC18	Deterministic	Nucleus	; nuc_prot_CCND_	kC18_1
vC19	Deterministic	Nucleus	nuc_prot_CCND_ ; nuc_prot_i_CCND__CDK4_	kC19_1*nuc_prot_CCND_*(kC19_2-(nuc_prot_i_CCND__CDK4_+nuc_prot_CCND__CDK4_+nuc_prot_CCND__CDK4__CDKN1B_+nuc_prot_CCND__CDK4__CDKN1A_))
vC20	Deterministic	Nucleus	nuc_prot_i_CCND__CDK4_ ; nuc_prot_CCND_	kC20_1*nuc_prot_i_CCND__CDK4_
vC21	Deterministic	Nucleus	nuc_prot_CCND_ ;	kC21_1*(nuc_prot_CCND_/(kC21_2+nuc_prot_CCND_))
vC22	Deterministic	Nucleus	nuc_prot_CCND_ ;	kC22_1*nuc_prot_CCND_
vC23	Deterministic	Nucleus	nuc_prot_CCND__CDK4_ ; nuc_prot_i_CCND__CDK4_	kC23_1*(nuc_prot_CCND__CDK4_/(kC23_2+nuc_prot_CCND__CDK4_))
vC24	Deterministic	Nucleus	nuc_prot_i_CCND__CDK4_ ; nuc_prot_CCND__CDK4_	kC24_1*(nuc_prot_i_CCND__CDK4_/(kC24_2+nuc_prot_i_CCND__CDK4_))
vC25	Deterministic	Nucleus	nuc_prot_CCND__CDK4_ + nuc_prot_CDKN1B_ ; nuc_prot_CCND__CDK4__CDKN1B_	kC25_1*nuc_prot_CCND__CDK4_*nuc_prot_CDKN1B_
vC26	Deterministic	Nucleus	nuc_prot_CCND__CDK4__CDKN1B_ ; nuc_prot_CCND__CDK4_ + nuc_prot_CDKN1B_	kC26_1*nuc_prot_CCND__CDK4__CDKN1B_
vC27	Deterministic	Nucleus	; nuc_prot_CCNE_	kC27_1
vC28	Deterministic	Nucleus	nuc_prot_CCNE_ ; nuc_prot_i_CCNE__CDK2_	kC28_1*nuc_prot_CCNE_*(kC28_2-(nuc_prot_i_CCNE__CDK2_+nuc_prot_CCNE__CDK2_+nuc_prot_CCNE__CDK2__CDKN1B_+nuc_prot_CCNE__CDK2__CDKN1A_+nuc_prot_i_CCNA__CDK2_+nuc_prot_CCNA__CDK2_+nuc_prot_CCNA__CDK2__CDKN1B_+nuc_prot_CCNA__CDK2__CDKN1A_))
vC29	Deterministic	Nucleus	nuc_prot_i_CCNE__CDK2_ ; nuc_prot_CCNE_	kC29_1*nuc_prot_i_CCNE__CDK2_
vC30	Deterministic	Nucleus	nuc_prot_CCNE_ ;	kC30_1*(nuc_prot_SKP2_/(kC30_2+nuc_prot_SKP2_))*(nuc_prot_CCNE_/(kC30_3+nuc_prot_CCNE_))
vC31	Deterministic	Nucleus	nuc_prot_CCNE__CDK2_ ; nuc_prot_i_CCNE__CDK2_	kC31_1*(nuc_prot_WEE1_+kC31_2)*(nuc_prot_CCNE__CDK2_/(kC31_3+nuc_prot_CCNE__CDK2_))
vC32	Deterministic	Nucleus	nuc_prot_i_CCNE__CDK2_ ; nuc_prot_CCNE__CDK2_	kC32_1*nuc_prot_CDC25A__CCNE__CDK2_*(nuc_prot_i_CCNE__CDK2_/(kC32_2+nuc_prot_i_CCNE__CDK2_))
vC33	Deterministic	Nucleus	nuc_prot_CCNE__CDK2_ + nuc_prot_CDKN1B_ ; nuc_prot_CCNE__CDK2__CDKN1B_	kC33_1*nuc_prot_CCNE__CDK2_*nuc_prot_CDKN1B_
vC34	Deterministic	Nucleus	nuc_prot_CCNE__CDK2__CDKN1B_ ; nuc_prot_CCNE__CDK2_ + nuc_prot_CDKN1B_	kC34_1*nuc_prot_CCNE__CDK2__CDKN1B_
vC35	Deterministic	Nucleus	; nuc_prot_SKP2_	kC35_1
vC36	Deterministic	Nucleus	nuc_prot_SKP2_ ;	kC36_1*(nuc_prot_SKP2_/(kC36_2+nuc_prot_SKP2_))*(nuc_prot_a_CDH1_/(kC36_3+nuc_prot_a_CDH1_))
vC37	Deterministic	Nucleus	nuc_prot_SKP2_ ;	kC37_1*nuc_prot_SKP2_
vC38	Deterministic	Nucleus	; nuc_prot_i_CDC25A__CCNE__CDK2_	kC38_1
vC39	Deterministic	Nucleus	nuc_prot_CDC25A__CCNE__CDK2_ ; nuc_prot_i_CDC25A__CCNE__CDK2_	kC39_1*(kC39_2+(kC39_3*nuc_prot_CHEK1_))*(nuc_prot_CDC25A__CCNE__CDK2_/(kC39_4+nuc_prot_CDC25A__CCNE__CDK2_))
vC40	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ; nuc_prot_CDC25A__CCNE__CDK2_	kC40_1*(nuc_prot_CCNE__CDK2_+kC40_2)*(nuc_prot_i_CDC25A__CCNE__CDK2_/(kC40_3+nuc_prot_i_CDC25A__CCNE__CDK2_))
vC41	Deterministic	Nucleus	nuc_prot_i_CDC25A__CCNE__CDK2_ ;	kC41_1*nuc_prot_i_CDC25A__CCNE__CDK2_
vC42	Deterministic	Nucleus	nuc_prot_CDC25A__CCNE__CDK2_ ;	kC42_1*nuc_prot_CDC25A__CCNE__CDK2_
vC43	Deterministic	Nucleus	; nuc_prot_CCNA_	kC43_1
